AccSpeciesID,AccSpeciesName,Measurements
17214,Dendrobium macropus,2
17217,Dendrobium moorei,1
17220,Dendrobium mutabile,1
17227,Dendrobium secundum,1
17228,Dendrobium sp,45
17229,Dendrobium speciosum,8
17234,Dendrobium undulatum,1
17261,Dendrocalamus membranaceus,1
17285,Dendrocnide longifolia,1
17288,Dendrocnide sp,3
17289,Dendrocnide stimulans,1
17294,Dendromyza reinwardtiana,2
17295,Dendropanax arboreum,3
17296,Dendropanax arboreus,52
17297,Dendropanax caucanus,3
80902,Dendropanax cuneatus,1
80907,Dendropanax neblinae,1
67234,Dendropanax querceti,1
17304,Dendropanax stenodontus,2
80911,Dendropanax umbellatus,1
58249,Dendrophthoe sp,1
17317,Dendrotrophe frutescens,1
17318,Dendrotrophe varians,2
17321,Denhamia oleaster,2
17322,Denhamia pittosporoides,1
17325,Dennstaedtia punctilobula,3
17332,Dentella repens,1
17336,Deplanchea tetraphylla,4
17338,Derris amazonica,1
17340,Derris elliptica,5
80929,Derris longifolia,1
67240,Derris marginata,2
17347,Derris sp,15
17349,Derris thyrsiflora,2
17350,Derris trifoliata,3
17354,Desbordesia glaucescens,3
17364,Deschampsia caespitosa,2
17365,Deschampsia cespitosa,140
17373,Deschampsia flexuosa,138
17396,Deschampsia setacea,6
58263,Deschampsia sp,3
17404,Descurainia bourgeauana,1
17412,Descurainia sophia,10
17418,Desmanthus illinoensis,1
17424,Desmazeria rigida,6
17426,Desmodium adscendens,4
17436,Desmodium canadense,1
17438,Desmodium caudatum,1
17439,Desmodium ciliare,1
17442,Desmodium cubense,1
80946,Desmodium fallax,1
17450,Desmodium gangeticum,1
17454,Desmodium heterocarpon,1
62744,Desmodium illinoense,3
17458,Desmodium laxiflorum,1
17463,Desmodium ovalifolium,5
17477,Desmodium sp,38
17481,Desmodium tortuosum,4
17482,Desmodium triflorum,2
17484,Desmodium varians,2
62747,Desmoncus cuyabaensis,1
17489,Desmoncus orthacanthos,1
17491,Desmoncus sp,3
17492,Desmopsis microcarpa,2
17493,Desmopsis panamensis,25
17496,Desmos chinensis,4
17497,Desmos dasymaschalus,1
67262,Desmos goezeanus,5
58308,Desmoscelis sp,1
17505,Detarium microcarpum,7
17506,Detarium senegalense,3
17507,Detarium sp,1
17509,Deutzia crenata,5
58313,Diadenaria sp,1
17541,Dialium guianense,10
17545,Dialium indum,1
17554,Dialium pachyphyllum,3
17559,Dialium schlechteri,1
17561,Dialium sp,7
17564,Dialypetalanthus fuscescens,1
17569,Dianella caerulea,4
17570,Dianella ensifolia,8
17571,Dianella intermedia,1
17572,Dianella laevis,2
17573,Dianella longifolia,1
17574,Dianella nemorosa,1
17575,Dianella nigra,2
17576,Dianella revoluta,4
17578,Dianella sp,7
17580,Dianthus acicularis,1
17584,Dianthus armeria,9
17585,Dianthus barbatus,5
17587,Dianthus carthusianorum,2
17591,Dianthus chinensis,2
17593,Dianthus cretaceus,1
17594,Dianthus deltoides,6
17604,Dianthus gratianopolitanus,6
17612,Dianthus orientalis,1
17616,Dianthus plumarius,1
17619,Dianthus seguieri,10
17623,Dianthus superbus,11
17624,Dianthus sylvestris,15
17626,Dianthus versicolor,1
17628,Diapensia lapponica,111
17636,Diaphananthe sp,1
17646,Diastella divaricata,1
17648,Dicanthelium oligosanthes,45
81057,Dicentra eximia,3
81069,Dichaetanthera oblongifolia,20
17664,Dichanthelium ensifolium,2
17665,Dichanthelium linearifolium,5
17677,Dichanthium ischaemum,1
17687,Dichanthium sericeum,1
17694,Dichapetalum axillare,2
17697,Dichapetalum crassifolium,1
17706,Dichapetalum papuanum,4
17708,Dichapetalum sp,17
17731,Dichondra microcalyx,1
17732,Dichondra repens,6
17742,Dichroa febrifuga,1
58294,Dichromena sp,3
17743,Dichrostachys cinerea,14
17745,Dicksonia antarctica,1
17746,Dicksonia fibrosia,2
17747,Dicksonia squarrosa,15
17749,Diclinanona calycina,1
81113,Diclinanona tessmannii,1
17778,Dicorynia guianensis,121
17779,Dicorynia paraensis,1
17789,Dicranopteris linearis,10
17790,Dicranopteris sp,9
17795,Dicranostyles guianensis,1
81124,Dicranostyles holostyla,1
17797,Dictamnus albus,25
17798,Dictyandra arborescens,1
17801,Dictyoloma sp,2
17808,Dicymbe corymbosa,1
81135,Dicymbe uaiparuensis,1
81137,Dicypellium manausense,1
17824,Didymocarpus humilis,1
17826,Didymocarpus sp,1
81143,Didymocistus chrysadenius,1
64430,Didymopanax angustissimum,1
17830,Didymopanax morototoni,1
57927,Didymopanax sp,2
17838,Dieffenbachia sp,1
17850,Diervilla lonicera,3
17858,Digitalis ferruginea,2
17860,Digitalis grandiflora,6
17862,Digitalis lutea,5
81187,Digitalis micrantha,60
17868,Digitalis purpurea,6
17877,Digitaria adscendens,10
17909,Digitaria brownii,1
17919,Digitaria ciliaris,2
17921,Digitaria coenicola,1
17934,Digitaria cuspidata,1
18003,Digitaria ischaemum,11
18020,Digitaria longiflora,1
18074,Digitaria pilosa,1
18095,Digitaria repens,2
18103,Digitaria sanguinalis,30
18104,Digitaria sanguinea,1
18112,Digitaria setigera,1
57928,Digitaria sp,2
18136,Digitaria timorensis,1
67319,Dilkea parviflora,1
72787,Dilkea pasillo,1
18166,Dillenia biflora,2
18167,Dillenia borneensis,2
18169,Dillenia excelsa,2
18170,Dillenia eximia,1
18172,Dillenia indica,3
18173,Dillenia ingens,1
18177,Dillenia obovata,3
18180,Dillenia ovata,4
18189,Dillenia sp,14
18190,Dillenia suffruticosa,10
18194,Dillwynia floribunda,1
18201,Dillwynia retorta,1
18203,Dillwynia sericea,1
18212,Dilodendron bipinnatum,1
18214,Dilodendron elegans,2
57934,Dimesia sp,1
81213,Dimorphandra gardneriana,1
18279,Dimorphandra macrostachya,1
81214,Dimorphandra multiflora,1
18282,Dimorphandra parviflora,1
18284,Dimorphandra pullei,1
18285,Dimorphandra sp,1
18292,Dimorphanthera sp,2
18308,Dinizia excelsa,1
57935,Dinizia sp,1
18335,Dinochloa scandens,1
57937,Dinochloa sp,1
18345,Dioclea guianensis,9
18350,Dioclea reflexa,1
81222,Dioclea scabra,1
18351,Dioclea sp,1
18354,Dioclea wilsonii,4
18360,Diodia scandens,4
18361,Diodia sp,1
18368,Dioscorea alata,2
18370,Dioscorea bulbifera,27
81264,Dioscorea cirrhosa,1
18377,Dioscorea dumetorum,2
18382,Dioscorea hispida,3
18384,Dioscorea laurifolia,1
18387,Dioscorea nipponica,1
18388,Dioscorea opposita,1
18389,Dioscorea oppositifolia,1
18392,Dioscorea praehensilis,1
18394,Dioscorea pyrifolia,2
18402,Dioscorea sp,73
18404,Dioscorea sumatrana,1
18409,Dioscorea transversa,6
18414,Dioscoreophyllum cumminsii,1
18426,Diospyros artanthifolia,31
18430,Diospyros australis,4
81326,Diospyros bullata,1
18446,Diospyros buxifolia,4
72511,Diospyros capreaefolia,1
18449,Diospyros capreifolia,5
18450,Diospyros carbonaria,33
81329,Diospyros cathayensis,1
81330,Diospyros cavalcantei,6
18459,Diospyros conocarpa,2
18466,Diospyros curranii,1
18467,Diospyros curraniopsis,6
18472,Diospyros dichroa,28
81334,Diospyros duckei,1
67364,Diospyros ekodul,1
18483,Diospyros elliptifolia,1
18486,Diospyros eriantha,1
18494,Diospyros fusiformis,1
18496,Diospyros glandulosa,1
18500,Diospyros guianensis,1
18505,Diospyros hermaphroditica,1
18510,Diospyros ierensis,1
18514,Diospyros inhacaensis,1
18516,Diospyros kaki,5
81349,Diospyros kerrii,2
18526,Diospyros lissocarpoides,1
18529,Diospyros lotus,6
18538,Diospyros malam,1
18539,Diospyros malayana,1
81356,Diospyros manu,1
18544,Diospyros melanoxylon,1
18545,Diospyros melinoni,1
18546,Diospyros melinonii,1
18547,Diospyros mespiliformis,4
81361,Diospyros miaoshanica,1
18552,Diospyros morrisiana,1
18555,Diospyros natalensis,2
18566,Diospyros pavonii,1
18574,Diospyros philippensis,1
18577,Diospyros piscatoria,4
18579,Diospyros poeppigiana,3
81376,Diospyros praetermissa,1
67374,Diospyros pseudoxylopia,2
18589,Diospyros rigida,3
81385,Diospyros santaremnensis,1
81386,Diospyros sericea,1
18599,Diospyros siamang,1
18600,Diospyros simaloerensis,1
18602,Diospyros sp,53
18604,Diospyros suaveolens,3
18606,Diospyros subrotata,4
18607,Diospyros sumatrana,1
81396,Diospyros tetrandra,1
18610,Diospyros texana,9
18614,Diospyros toposioides,1
81403,Diospyros tutcheri,1
18624,Diospyros venosa,1
18628,Diospyros virginiana,4
18630,Diospyros whyteana,7
18633,Diospyros yatesiana,1
18636,Diostea juncea,1
18642,Diphasiastrum alpinum,8
18643,Diphasiastrum complanatum,10
18649,Dipholis salicifolia,1
57913,Diplazium cordatum,1
18663,Diplazium cordifolium,5
18664,Diplazium esculentum,8
18666,Diplazium sp,2
18671,Diploclisia glaucescens,1
18679,Diploglottis cunninghamii,1
18682,Diplokeleba floribunda,1
18689,Diploon cuspidatum,7
18695,Diplorhynchus condylocarpon,13
18697,Diplospora malaccense,1
18698,Diplospora singularis,1
81464,Diplostephium costaricense,30
18707,Diplotaxis erucoides,1
18711,Diplotaxis muralis,12
18714,Diplotaxis tenuifolia,4
81465,Diplotropis brasiliensis,1
18718,Diplotropis martiusii,1
72789,Diplotropis pterochic,1
18719,Diplotropis purpurea,5
18720,Diplotropis triloba,1
18723,Dipodium paludosum,1
18725,Dipodium scandens,1
18726,Dipodium sp,1
18729,Dipsacus fullonum,3
18731,Dipsacus pilosus,12
18733,Dipsacus strigosus,5
18735,Dipteris conjugata,1
18736,Dipteris sp,1
18737,Dipterocarpus acutangulus,1
18739,Dipterocarpus applanatus,1
18745,Dipterocarpus caudiferus,1
18751,Dipterocarpus cornutus,1
18760,Dipterocarpus globosus,1
18761,Dipterocarpus gracilis,1
18762,Dipterocarpus grandiflorus,1
18770,Dipterocarpus lowii,1
18774,Dipterocarpus obtusifolius,2
18783,Dipterocarpus sp,1
18784,Dipterocarpus stellatus,1
18785,Dipterocarpus sublamellatus,1
18788,Dipterocarpus tuberculatus,7
18796,Dipteryx alata,1
18798,Dipteryx magnifica,1
18799,Dipteryx micrantha,2
18800,Dipteryx odorata,3
18801,Dipteryx oleifera,11
18802,Dipteryx panamensis,9
18804,Dipteryx punctata,2
18805,Dipteryx sp,1
18809,Dirca occidentalis,2
18810,Dirca palustris,3
18851,Discaria articulata,1
18856,Discaria toumatou,3
18857,Dischidia bengalensis,1
18858,Dischidia chinensis,1
67392,Dischidia formosana,1
18859,Dischidia sp,1
18866,Discocalyx sp,1
18867,Discocarpus brasiliensis,1
18868,Discoglypremna caloneura,1
18869,Discophora guianensis,34
57959,Disksonia sp,1
18901,Disphyma crassifolium,1
18922,Dissocarpus biflorus,2
18923,Dissocarpus paradoxus,6
18925,Dissochaeta gracilis,3
18926,Dissochaeta leprosa,1
57973,Dissochaeta speciosus,1
18932,Dissotis brazzaei,1
18958,Dissotis sp,8
18963,Distemonanthus benthamianus,4
18964,Distemonanthus sp,1
72790,Distichophyllum freycineti,1
62788,Distylium myricoides,1
18991,Dittrichia viscosa,1
81619,Dodecastigma amazonicum,1
19017,Dodecatheon pulchellum,1
19022,Dodonaea attenuata,3
19028,Dodonaea filifolia,1
19035,Dodonaea peduncularis,2
19041,Dodonaea sp,2
19044,Dodonaea triangularis,2
19045,Dodonaea triquetra,1
19047,Dodonaea viscosa,786
81641,Doellingeria umbellata,3
72791,Dolichandra unguis-cati,18
19060,Dolicholobium sp,1
19081,Dolichos sericeus,3
19090,Doliocarpus dentatus,19
19094,Doliocarpus major,23
19095,Doliocarpus multiflorus,6
19097,Doliocarpus olivaceus,16
19098,Doliocarpus sp,3
81648,Doliocarpus spatulifolius,1
101931,Dombeya antsianakensis,12
19120,Dombeya rotundifolia,6
19123,Dombeya sp,17
19128,Donax cannaeformis,2
19129,Donax sp,6
19136,Dontostemon integrifolius,2
19138,Dontostemon senilis,2
81665,Doratoxylon stipulatum,20
19152,Doronicum macrophyllum,1
19154,Doronicum pardalianches,2
19174,Dorycnium hirsutum,2
19175,Dorycnium pentaphyllum,34
19180,Doryphora sassafras,3
19183,Dovyalis abyssinica,1
19187,Dovyalis longispina,1
19205,Draba aizoides,10
64441,Draba asprella,11
19210,Draba aurea,17
19217,Draba hispida,2
19220,Draba korshinskyi,2
19224,Draba muralis,4
19229,Draba pamirica,2
81711,Draba streptocarpa,1
19233,Draba subamplexicaulis,1
19238,Dracaena angustifolia,2
19241,Dracaena elliptica,4
19245,Dracaena sanderiana,2
19246,Dracaena sp,6
81723,Dracocephalum argunense,1
19249,Dracocephalum grandiflorum,1
19250,Dracocephalum heterophyllum,2
19253,Dracocephalum paulsenii,2
19255,Dracocephalum sp,2
19258,Dracontium sp,2
19260,Dracontomelon dao,1
19263,Dracontomelon sp,1
19267,Dracophyllum fitzgeraldii,3
19268,Dracophyllum longifolium,4
19270,Dracophyllum palustre,1
19271,Dracophyllum pronum,1
19273,Dracophyllum sayeri,2
19275,Dracophyllum sp,1
19279,Dracophyllum uniflorum,4
19284,Dregea abyssinica,1
19286,Dregea volubilis,1
19299,Drimia maritima,1
19300,Drimycarpus racemosus,4
19303,Drimys granadensis,18
19306,Drimys sp,1
19307,Drimys winteri,4
57952,Driopteris sp,1
19313,Drosanthemum floribundum,1
19325,Drosera anglica,7
19339,Drosera intermedia,11
19340,Drosera longifolia,2
19347,Drosera rotundifolia,14
19350,Drosera spathulata,4
19369,Dryandra sp,3
19374,Dryas integrifolia,1
19375,Dryas octopetala,27
19377,Drymaria cordata,12
64450,Drymaria leptophylla,10
64451,Drymaria molluginea,10
57686,Drymis sp,4
19384,Drynaria quercifolia,4
19385,Drynaria sp,23
19386,Drynaria sparsisora,10
19389,Dryobalanops aromatica,3
19393,Dryobalanops lanceolata,2
19400,Dryopteris affinis,25
19406,Dryopteris carthusiana,8
81876,Dryopteris crassirhizoma,1
19410,Dryopteris dilatata,15
19412,Dryopteris expansa,20
57687,Dryopteris felix,2
19413,Dryopteris filix-mas,13
19416,Dryopteris intermedia,3
19422,Dryopteris mollis,1
19426,Dryopteris remota,5
19428,Dryopteris sp,1
81879,Dryopteris submontana,5
19435,Drypetes amazonica,7
19437,Drypetes arguta,1
19443,Drypetes deplanchei,10
81888,Drypetes fanshawei,20
19446,Drypetes gentryi,1
19457,Drypetes longifolia,4
19459,Drypetes macrostigma,1
19464,Drypetes mucronata,1
19465,Drypetes natalensis,1
19475,Drypetes sp,7
19476,Drypetes standleyi,35
19480,Drypetes variabilis,16
19483,Duabanga sonneratioides,1
19484,Duabanga sp,1
81902,Dubautia arborea,70
19485,Dubautia ciliolata,70
19486,Dubautia herbstobatae,6
81903,Dubautia kalalauensis,6
19487,Dubautia knudsenii,58
19490,Dubautia laxa,36
19491,Dubautia linearis,100
81904,Dubautia menziesii,60
19492,Dubautia paleata,40
19494,Dubautia platyphylla,50
81905,Dubautia raillardiodes,40
81906,Dubautia reticulata,10
19496,Duboisia hopwoodii,1
19501,Duchesnea indica,30
19502,Duckeodendron cestroides,1
19503,Duckesia verrucosa,1
19522,Duguetia calycina,7
81922,Duguetia cauliflora,1
19523,Duguetia chrysea,1
72792,Duguetia cortaten,1
81923,Duguetia dimorphopetala,1
19525,Duguetia echinophora,1
19526,Duguetia flagellaris,1
19527,Duguetia furfuracea,1
19528,Duguetia hadrantha,4
19530,Duguetia lucida,1
81930,Duguetia manausensis,1
81931,Duguetia marcgraviana,1
19531,Duguetia megalocarpa,1
19532,Duguetia neglecta,1
19533,Duguetia odorata,3
81934,Duguetia pauciflora,1
81936,Duguetia pycnastera,1
19534,Duguetia quitarensis,4
19535,Duguetia riparia,1
19536,Duguetia sp,1
19537,Duguetia spixiana,4
19539,Duguetia stelechantha,1
19540,Duguetia stenantha,1
19541,Duguetia surinamensis,14
19542,Duguetia trunciflora,1
19543,Dulacia candida,4
19544,Dulacia guianensis,5
19551,Duparquetia sp,1
19560,Durio dulcis,1
19563,Durio griffithii,1
19572,Durio sp,2
19577,Durio zibethinus,4
19578,Duroia aquatica,9
81952,Duroia duckei,1
19579,Duroia eriopila,7
19580,Duroia fusifera,1
81953,Duroia genipoides,1
81954,Duroia gransabanensis,1
19581,Duroia hirsuta,4
81955,Duroia longiflora,3
19582,Duroia macrophylla,1
19583,Duroia micrantha,1
81956,Duroia saccifera,1
19584,Duroia sp,1
81957,Duroia sprucei,1
19587,Dussia cuscatlanica,2
72793,Dussia delgada,1
19588,Dussia discolor,2
19590,Dussia macroprophyllata,4
19591,Dussia mexicana,2
19592,Dussia munda,11
72794,Dussia pelosblancos,1
19594,Dussia tessmannii,3
19599,Dyckia floribunda,1
19615,Dysoxylum alliaceum,3
19617,Dysoxylum arborescens,2
19618,Dysoxylum binectariferum,1
19619,Dysoxylum cauliflorum,1
19625,Dysoxylum excelsum,2
19630,Dysoxylum grande,1
19634,Dysoxylum lenticellare,1
19637,Dysoxylum macrocarpum,2
19644,Dysoxylum pachyphyllum,2
19647,Dysoxylum pettigrewianum,1
19657,Dysoxylum sp,19
19666,Dysphania littoralis,1
19681,Dystovomita paniculata,4
19682,Earina autumnalis,1
19693,Ecbolium linneanum,3
57682,Eccenusia sp,1
72795,Ecclinusa angostaestipul,1
82009,Ecclinusa bullata,1
19696,Ecclinusa guianensis,4
82011,Ecclinusa guyanensis,1
19697,Ecclinusa lanceolata,6
19699,Ecclinusa ramiflora,7
64980,Echeandia flavescens,22
19707,Echinacea purpurea,1
19712,Echinocarpus assamicus,2
19720,Echinochloa colonum,1
19722,Echinochloa crus-galli,31
19721,Echinochloa crusgalli,2
57667,Echinochloa sp,1
57890,Echinopogon sp,1
19782,Echinops exaltatus,5
82037,Echinops gmelinii,1
19791,Echinops ritro,15
19793,Echinops sp,1
19804,Echinospartum horridum,1
19808,Echium aculeatum,1
19818,Echium plantagineum,2
19822,Echium vulgare,6
19823,Echium wildpretii,1
19848,Ehretia acuminata,1
19861,Ehretia sp,1
19865,Ehrharta avenacea,11
19903,Einadia nutans,9
19905,Ekebergia capensis,9
19914,Elaeagnus angustifolia,4
67520,Elaeagnus conferta,3
19917,Elaeagnus glabra,1
82089,Elaeagnus henryi,1
19923,Elaeagnus pungens,5
19924,Elaeagnus sp,2
19925,Elaeagnus triflora,4
19927,Elaeis guianensis,2
19928,Elaeis guineensis,11
19930,Elaeis sp,4
19935,Elaeocarpus aristatus,3
19939,Elaeocarpus brevipes,1
19948,Elaeocarpus eumundi,8
19950,Elaeocarpus ferrugineus,1
19952,Elaeocarpus foveolatus,1
19953,Elaeocarpus ganitrus,2
19954,Elaeocarpus glaber,2
67524,Elaeocarpus glabripetalus,1
19958,Elaeocarpus hookerianus,7
19960,Elaeocarpus japonicus,1
19964,Elaeocarpus largiflorens,2
19968,Elaeocarpus macrophyllus,1
19970,Elaeocarpus mutabilis,2
19974,Elaeocarpus palembanicus,4
19975,Elaeocarpus parvifolius,1
19976,Elaeocarpus petiolatus,2
19982,Elaeocarpus reticulatus,2
19986,Elaeocarpus sericeus,12
19988,Elaeocarpus sp,15
19989,Elaeocarpus sphaericus,3
19990,Elaeocarpus stipularis,7
19993,Elaeocarpus sylvestris,2
20009,Elaeoluma glabrescens,3
82162,Elaeoluma nuda,2
20010,Elaeoluma sp,1
20032,Elateriospermum tapos,2
20036,Elatine hexandra,5
20037,Elatine hydropiper,5
20039,Elatostema macrophllyum,1
57878,Elatostema platyphyla,1
62818,Elatostema platyphyllum,1
20042,Elatostema reticulatum,1
20043,Elatostema sessile,3
20044,Elatostema sinuatum,1
20045,Elatostema sp,5
20046,Elatostema strigosum,1
57873,Elatostoma sp,1
57874,Eleagnus sp,2
20063,Elegia grandis,1
20070,Eleocharis acicularis,5
20073,Eleocharis albibracteata,1
20100,Eleocharis multicaulis,5
20105,Eleocharis palustris,6
20110,Eleocharis quinqueflora,5
20114,Eleocharis sp,3
20118,Eleocharis uniglumis,2
20122,Elephantopus mollis,2
20123,Elephantopus scaber,1
20124,Elephantopus sp,9
57879,Elephantosis sp,1
20131,Elettaria surculosa,1
20139,Eleusine indica,26
82238,Elizabetha bicolor,1
20176,Ellipanthus beccarii,1
20179,Ellipanthus sp,1
20180,Ellipanthus tomentosus,2
20185,Elodea callitrichoides,2
20186,Elodea canadensis,19
82246,Elodea densa,10
20187,Elodea nuttallii,15
20242,Elymus canadensis,31
20243,Elymus caninus,8
20261,Elymus dasystachys,1
20272,Elymus elymoides,20
20278,Elymus farctus,5
20290,Elymus glaucus,24
20303,Elymus hystrix,30
20344,Elymus nutans,2
20347,Elymus ovatus,1
20353,Elymus pungens,1
20357,Elymus rectisetus,2
20359,Elymus repens,19
20374,Elymus scribneri,1
57885,Elymus sp,7
20408,Elymus trachycaulus,10
20429,Elyna myosuroides,16
20433,Elytrigia atherica,5
20435,Elytrigia juncea,4
20440,Elytrigia repens,11
20446,Embelia australiana,7
20447,Embelia coriacea,1
20448,Embelia dasythyrsa,1
67550,Embelia grayi,1
20452,Embelia ribes,4
82273,Embelia rudis,1
20453,Embelia schimperi,5
20454,Embelia sp,13
20458,Embothrium coccineum,5
20467,Emilia coccinea,1
20470,Emilia sonchifolia,11
20478,Emmotum acuminatum,1
20479,Emmotum fagifolium,3
20480,Emmotum floribundum,1
82284,Emmotum holosericeum,1
20481,Emmotum nitens,1
20484,Empetrum nigrum,58
20486,Empetrum sp,2
20487,Empodisma minus,5
20493,Encelia actoni,11
20497,Encelia farinosa,44
20498,Encelia frutescens,2
20510,Encephalartos sp,1
20513,Enchylaena tomentosa,9
62827,Endiandra clavigera,1
20543,Endiandra monothyra,1
20549,Endiandra rubescens,2
20553,Endiandra sp,9
20557,Endlicheria anomala,1
67556,Endlicheria bracteata,2
72797,Endlicheria burbujas,1
82377,Endlicheria chalisea,1
82378,Endlicheria citriodora,1
20560,Endlicheria dysodantha,1
72798,Endlicheria falsadyso,1
20562,Endlicheria formosa,5
82379,Endlicheria klugii,1
20565,Endlicheria krukovii,4
82380,Endlicheria macrophylla,1
82381,Endlicheria melinonii,3
72515,Endlicheria metallica,2
82382,Endlicheria mishuyacensis,1
20568,Endlicheria paniculata,2
82383,Endlicheria pyriformis,1
82384,Endlicheria rubriflora,1
82385,Endlicheria ruforamula,1
20570,Endlicheria sericea,3
102958,Endlicheria spnov,1
82386,Endlicheria sprucei,1
82387,Endlicheria szyszyloviczii,1
20572,Endlicheria tessmannii,4
67557,Endlicheria tschudyana,1
20573,Endlicheria williamsii,3
20578,Endopleura sp,1
20579,Endopleura uchi,1
20582,Endospermum diadenum,3
20586,Endospermum moluccanum,1
20589,Endospermum sp,4
58096,Engelhardia sp,1
20594,Engelhardia spicata,1
20598,Engelhardtia roxburghiana,3
20599,Engelhardtia serrata,10
20600,Engelhardtia sp,1
20601,Engelhardtia spicata,3
20607,Englerophytum natalense,1
20617,Enkleia malaccensis,4
20619,Enneapogon avenaceus,1
20625,Enneapogon cylindricus,1
20637,Enneapogon polyphyllus,2
20650,Entada africana,4
20654,Entada gigas,12
62839,Entada louvelii,16
20660,Entada phaseoloides,2
20664,Entada sp,8
20682,Enterolobium barnebianum,2
82417,Enterolobium contortisiliqua,1
20684,Enterolobium cyclocarpum,7
20687,Enterolobium maximum,1
20688,Enterolobium schomburgkii,9
58088,Entolasia sp,2
20711,Entolasia stricta,4
20727,Epacris pauciflora,1
20728,Epacris pulchella,2
20733,Epacris sp,1
20734,Eperua bijuga,1
20736,Eperua falcata,79
20737,Eperua glabriflora,1
20738,Eperua grandiflora,38
20741,Eperua leucantha,3
20743,Eperua purpurea,3
82437,Eperua schomburgkiana,1
20761,Ephedra monosperma,1
20765,Ephedra przewalskii,2
20766,Ephedra regeliana,2
20768,Ephedra sp,1
20771,Ephedra triandra,1
20775,Ephedranthus amazonicus,1
20776,Ephedranthus guianensis,1
20777,Ephippiandra madagascariensis,20
57975,Epidendron sp,1
20789,Epidendrum sp,1
20796,Epilobium alpestre,5
20797,Epilobium alsinifolium,11
20800,Epilobium anagallidifolium,26
20801,Epilobium angustifolium,120
20809,Epilobium brachycarpum,10
20812,Epilobium brunnescens,4
20816,Epilobium ciliatum,13
20818,Epilobium coloratum,6
20824,Epilobium dodonaei,5
20830,Epilobium fleischeri,5
20837,Epilobium glandulosum,8
20845,Epilobium hirsutum,12
20854,Epilobium lanceolatum,1
20863,Epilobium montanum,8
20870,Epilobium nutans,5
20871,Epilobium obscurum,3
20875,Epilobium palustre,10
20877,Epilobium parviflorum,13
20885,Epilobium roseum,3
20891,Epilobium sp,1
20893,Epilobium tetragonum,4
20906,Epipactis atrorubens,10
20911,Epipactis helleborine,121
20912,Epipactis leptochila,4
20915,Epipactis palustris,8
20917,Epipactis phyllanthes,5
20918,Epipactis purpurata,1
20926,Epipremnum sp,28
20927,Equisetum arvense,24
20929,Equisetum fluviatile,6
20931,Equisetum hyemale,14
20934,Equisetum palustre,1
20938,Equisetum sp,12
20939,Equisetum sylvaticum,6
20940,Equisetum telmateia,5
20959,Eragrostis albensis,5
21038,Eragrostis cilianensis,1
21039,Eragrostis ciliaris,1
21070,Eragrostis dielsii,1
21083,Eragrostis elongata,1
21084,Eragrostis eriopoda,1
21145,Eragrostis lacunaria,1
21188,Eragrostis mexicana,10
21190,Eragrostis microcarpa,2
21194,Eragrostis minor,22
21234,Eragrostis pectinacea,5
21317,Eragrostis setifolia,2
57991,Eragrostis sp,5
21327,Eragrostis spectabilis,7
21371,Eragrostis unioloides,2
21399,Erechtites sp,2
21400,Erechtites valerianaefolia,18
21433,Eremogone lychnidea,1
21435,Eremophila bignoniiflora,1
21436,Eremophila bowmanii,1
21439,Eremophila deserti,1
21440,Eremophila duttonii,2
21444,Eremophila glabra,6
21448,Eremophila latrobei,1
21449,Eremophila longifolia,5
21450,Eremophila maculata,1
21452,Eremophila mitchelli,1
21453,Eremophila mitchellii,2
21456,Eremophila polyclada,1
21458,Eremophila sp,1
21459,Eremophila sturtii,4
21480,Eria sp,6
21505,Eriachne helmsii,1
21543,Erica arborea,52
21544,Erica australis,1
21551,Erica carnea,10
21554,Erica ciliaris,1
21555,Erica cinerea,32
21562,Erica erigena,4
67634,Erica hispidula,8
21578,Erica lusitanica,1
21579,Erica mackaiana,1
21581,Erica manipuliflora,1
21584,Erica multiflora,43
21596,Erica scoparia,13
21600,Erica sp,1
21606,Erica tetralix,18
21608,Erica umbellata,1
21609,Erica vagans,1
82737,Ericameria cuneata,11
21619,Ericameria linearifolia,19
21624,Erigeron acer,6
21625,Erigeron acris,2
21626,Erigeron alpinus,11
21627,Erigeron annuus,25
21634,Erigeron borealis,11
21638,Erigeron canadensis,9
64470,Erigeron caucasicus,1
21643,Erigeron divergens,21
64471,Erigeron flagellaris,22
21648,Erigeron floribundus,1
64981,Erigeron formosissimus,20
21654,Erigeron heterochaeta,2
21656,Erigeron karvinskianus,20
82752,Erigeron melanocephalus,1
21661,Erigeron orientalis,2
21663,Erigeron peregrinus,1
21664,Erigeron philadelphicus,9
82756,Erigeron pinnatisectus,1
21666,Erigeron poncinsii,2
82757,Erigeron simplex,1
21671,Erigeron sp,38
21672,Erigeron speciosus,67
21673,Erigeron strigosus,29
21674,Erigeron sumatrensis,11
21675,Erigeron uniflorus,11
21676,Erigeron vagus,4
21680,Erinus alpinus,1
21682,Eriobotrya bengalensis,3
21686,Eriobotrya japonica,11
21692,Eriocaulon sp,6
21703,Eriochloa australiensis,1
21751,Eriodictyon californicum,3
21756,Eriogonum alatum,25
82795,Eriogonum arcuatum,1
21766,Eriogonum fasciculatum,11
21767,Eriogonum flavum,1
82806,Eriogonum lonchophyllum,4
64478,Eriogonum pharnaceoides,12
82809,Eriogonum plumatella,11
64479,Eriogonum racemosum,21
82812,Eriogonum sp,8
21792,Eriogonum umbellatum,39
21797,Eriogonum wrightii,14
21805,Eriophorum angustifolium,16
