AccSpeciesID,AccSpeciesName,Measurements
86565,Hypericum irazuense,26
29997,Hypericum linarifolium,1
29998,Hypericum linarioides,2
30000,Hypericum maculatum,3
30003,Hypericum montanum,13
30010,Hypericum perforatum,93
30012,Hypericum pulchrum,3
30015,Hypericum reflexum,1
86579,Hypericum richeri,8
30020,Hypericum sp,8
58585,Hypericum sphaero,1
30021,Hypericum tetrapterum,6
30025,Hypericum undulatum,1
58586,Hyphaena sp,1
30037,Hyphaene coriacea,3
30039,Hyphaene sp,1
30047,Hypochaeris argentina,1
30048,Hypochaeris caespitosa,1
30049,Hypochaeris glabra,68
30050,Hypochaeris maculata,19
30051,Hypochaeris microcephala,1
30052,Hypochaeris radicata,42
30056,Hypochoeris achyrophorus,1
30064,Hypochoeris radicata,20
30066,Hypochoeris uniflora,6
30076,Hypoestes verticillaris,1
30078,Hypolepis ambigua,1
30080,Hypolepis millefolium,2
30085,Hypolytrum nemorum,2
30096,Hypoxis humilis,1
30105,Hypselodelphys sp,1
30106,Hypselodelphys zenkeriana,1
30109,Hypserpa decumbens,4
30110,Hypserpa laurina,4
68649,Hypserpa nitida,1
68650,Hypserpa smilacifolia,4
30111,Hypsophila dielsiana,2
58589,Hypsophila sp,1
30114,Hyptis capitata,4
30118,Hyptis emoryi,19
30127,Hyptis sp,4
30131,Hyptis suaveolens,2
30135,Hyssopus officinalis,5
30171,Iberis umbellata,5
30211,Ichnocarpus frutescens,10
30213,Ichnocarpus serpyllifolius,6
30214,Ichnocarpus sp,1
58584,Idet sp,1
86651,Ilex andarensis,1
30228,Ilex aquifolium,157
30231,Ilex asprella,1
30239,Ilex canariensis,1
30243,Ilex cassine,36
30248,Ilex cissoidea,1
30251,Ilex coriacea,48
30252,Ilex cornuta,1
30255,Ilex cymosa,1
30256,Ilex decidua,48
30269,Ilex glabra,49
30276,Ilex hylonoma,1
30281,Ilex inundata,1
86689,Ilex laureola,1
30291,Ilex ledermannii,1
30303,Ilex mitis,21
30306,Ilex nayana,1
30308,Ilex opaca,104
30316,Ilex platyphylla,1
30319,Ilex pubescens,2
30320,Ilex purpurea,1
30332,Ilex skutchii,4
30333,Ilex sp,17
30347,Ilex verticillata,1
86730,Ilex viridis,1
30349,Ilex vomitoria,49
30352,Illecebrum verticillatum,6
30353,Illicium anisatum,1
30357,Illicium floridanum,1
30375,Impatiens balfourii,10
30380,Impatiens capensis,49
86765,Impatiens furcillata,1
30385,Impatiens glandulifera,5
30393,Impatiens noli-tangere,4
30395,Impatiens pallida,13
30396,Impatiens parviflora,22
30404,Impatiens sp,2
30418,Imperata cylindrica,61
59673,Imperata sp,11
86787,Imperatoria ostruthium,2
86817,Indigofera ichangensis,1
30483,Indigofera sp,17
30519,Indocalamus tessellatus,1
30525,Indorouchera griffithiana,1
30545,Inga acreana,11
30546,Inga acrocephala,10
30547,Inga acuminata,41
30550,Inga affinis,1
86838,Inga aggregata,1
30551,Inga alata,3
30552,Inga alba,8
86839,Inga albicoria,11
86840,Inga aliena,1
86841,Inga altissima,1
30553,Inga aria,1
30554,Inga auristellae,3
86842,Inga bicoloriflora,1
30556,Inga bourgonii,3
30557,Inga brachyrhachis,3
86843,Inga brachystachys,3
86844,Inga bracteosa,1
30559,Inga brevialata,1
86847,Inga calantha,1
30561,Inga capitata,4
30562,Inga cayennensis,3
30563,Inga chartacea,3
30564,Inga ciliata,3
30565,Inga cinnamomea,4
30566,Inga cocleensis,21
86849,Inga codonantha,1
30567,Inga cordatoalata,3
86850,Inga cordistipula,1
30569,Inga coriacea,1
30570,Inga coruscans,12
72539,Inga crista,1
72862,Inga cuadra,1
30571,Inga cylindrica,1
30572,Inga densiflora,4
30573,Inga disticha,1
86853,Inga dumosa,1
30574,Inga dysantha,2
30575,Inga edulis,8
30576,Inga fagifolia,3
86854,Inga falcistipula,1
86855,Inga fanchoniana,1
30578,Inga glomeriflora,2
30579,Inga goldmanii,19
30580,Inga graciliflora,1
30581,Inga gracilifolia,3
30582,Inga gracilior,1
86859,Inga grazielae,1
30584,Inga heterophylla,6
30586,Inga huberi,22
30587,Inga ilta,2
30588,Inga ingoides,1
86861,Inga java,1
86862,Inga jenmani,1
86863,Inga jenmanii,1
30591,Inga jinicuil,2
86864,Inga lallensis,1
30592,Inga lateriflora,1
86865,Inga latipes,10
30594,Inga laurina,29
30595,Inga leiocalycina,10
86867,Inga lineata,1
86869,Inga longiflora,1
86870,Inga longipedunculata,25
86871,Inga lopadadenia,1
86872,Inga loretana,1
102818,Inga loubryana,3
30598,Inga macrophylla,2
30599,Inga marginata,32
86873,Inga megaphylla,1
30601,Inga melinonis,6
30602,Inga microcalyx,1
30603,Inga microcoma,3
30605,Inga mortoniana,2
30606,Inga mucuna,2
30607,Inga multijuga,12
30608,Inga multinervis,3
86874,Inga nitida,1
30609,Inga nobilis,30
86875,Inga nouragensis,6
68720,Inga obscura,1
30611,Inga oerstediana,6
86876,Inga ornata,1
30614,Inga paraensis,11
30616,Inga pavoniana,1
86878,Inga peltadenia,1
30617,Inga pezizifera,52
30618,Inga pilosula,2
30619,Inga poeppigiana,3
30620,Inga pruriens,2
30621,Inga psittacorum,1
30622,Inga punctata,44
30623,Inga quaternata,3
86880,Inga racemiflora,1
30624,Inga rubiginosa,8
30625,Inga ruiziana,11
30626,Inga rusbyi,2
30627,Inga sapindoides,28
30628,Inga sarayacuensis,2
30629,Inga sarmentosa,11
30631,Inga semialata,1
30632,Inga sertulifera,4
30633,Inga sessilis,1
86882,Inga setosa,1
30635,Inga sp,64
30636,Inga spectabilis,30
30637,Inga splendens,2
72863,Inga stellaeglabra,1
30638,Inga stenoptera,1
30639,Inga stipulacea,2
30640,Inga stipularis,2
30641,Inga striata,3
86883,Inga strigillosa,1
30642,Inga suaveolens,2
86884,Inga suberosa,1
30643,Inga subnuda,1
86885,Inga tarapotensis,1
30644,Inga tenuistipula,3
30645,Inga tessmannii,2
30646,Inga thibaudiana,45
68722,Inga tocacheana,2
86886,Inga tomentosa,1
30647,Inga tonduzii,2
30649,Inga umbellifera,33
30650,Inga umbratica,3
30653,Inga velutina,3
30654,Inga vera,1
30655,Inga vismiifolia,3
30656,Inga yacoana,3
86889,Inga yasuniana,1
30658,Inhambanella henriquesii,1
30662,Inocarpus sp,1
30664,Intsia bijuga,2
30666,Intsia sp,1
30669,Inula britannica,7
30671,Inula conyza,4
30672,Inula conyzae,6
30673,Inula crithmoides,1
30677,Inula helenium,7
30679,Inula hirta,11
30684,Inula montana,1
30688,Inula salicina,11
30692,Inula vulgaris,1
30695,Iodes cirrhosa,2
30707,Ipomoea alba,1
30714,Ipomoea asarifolia,1
30718,Ipomoea batatas,10
30721,Ipomoea cairica,11
30746,Ipomoea hederifolia,6
30749,Ipomoea hochstetteri,1
30752,Ipomoea indica,2
30754,Ipomoea involucrata,7
30766,Ipomoea mauritiana,1
30771,Ipomoea nil,1
30780,Ipomoea pes-caprae,2
30783,Ipomoea phyllomega,2
30791,Ipomoea purpurea,3
30792,Ipomoea quamoclit,4
30804,Ipomoea sp,12
30805,Ipomoea squamosa,1
30808,Ipomoea tenuirostris,1
30816,Ipomoea triloba,3
30829,Ipomopsis aggregata,20
64571,Ipomopsis multiflora,10
30833,Iresine diffusa,1
30840,Iriartea deltoidea,3
30842,Iriartea sp,4
61311,Irid sp,1
30848,Iris collettii,1
30853,Iris foetidissima,9
30854,Iris germanica,10
30861,Iris lactea,2
87032,Iris latifolia,5
30864,Iris lurida,5
30866,Iris missouriensis,12
30870,Iris pseudacorus,11
30872,Iris ruthenica,1
30875,Iris sibirica,5
30876,Iris sp,5
30884,Iris versicolor,3
30889,Irvingia gabonensis,4
30890,Irvingia grandifolia,3
30891,Irvingia malayana,1
87145,Iryanthera coriacea,1
87146,Iryanthera crassifolia,1
87147,Iryanthera dialyandra,1
30893,Iryanthera elliptica,1
30894,Iryanthera grandis,2
72864,Iryanthera hostmanniana,1
30895,Iryanthera hostmannii,20
30896,Iryanthera juruensis,4
30897,Iryanthera laevis,3
30899,Iryanthera lancifolia,3
30900,Iryanthera macrophylla,1
30901,Iryanthera olacoides,3
87149,Iryanthera paradoxa,1
30902,Iryanthera paraensis,2
30903,Iryanthera polyneura,1
30904,Iryanthera sagotiana,143
30906,Iryanthera tessmannii,1
30907,Iryanthera tricornis,1
30908,Iryanthera ulei,1
61322,Isachne sp,10
31014,Isatis tinctoria,10
61323,Ischaemum sp,1
31133,Isertia hypoleuca,1
31136,Isertia rosea,2
31137,Isertia sp,5
63182,Isertia spicaeformis,1
31140,Isoberlinia doka,8
31153,Isoetopsis graminifolia,2
63185,Isoglossa ciliata,2
31163,Isolepis nodosa,1
31166,Isolepis reticularis,1
31172,Isomeris arborea,11
31174,Isonandra sp,1
31179,Isopogon anemonifolius,2
31180,Isopogon anethifolius,1
31189,Isopogon sp,4
31191,Isopyrum biternatum,8
31201,Itea chinensis,1
31203,Itea virginica,42
31207,Iva xanthifolia,10
87303,Ivesia gordonii,8
31212,Ixeris chinensis,1
31215,Ixiolaena brevicompta,1
31217,Ixiolaena leptolepis,2
31218,Ixiolaena tomentosa,1
31221,Ixonanthes icosandra,1
31222,Ixonanthes petiolaris,1
31223,Ixonanthes reticulata,1
31224,Ixonanthes sp,1
68795,Ixora acuminatissima,1
31229,Ixora biflora,3
87352,Ixora chinensis,1
31232,Ixora congesta,1
31238,Ixora javanica,5
31239,Ixora killipii,3
31243,Ixora nicaraguensis,2
31244,Ixora opaca,1
68797,Ixora panurensis,1
31248,Ixora peruviana,1
31250,Ixora sp,7
31251,Ixora ulei,1
31260,Jacaranda copaia,71
31264,Jacaranda glabra,3
31266,Jacaranda macrocarpa,1
31270,Jacaranda obtusifolia,1
31272,Jacaranda puberula,2
31274,Jacaranda sp,17
31275,Jacaratia digitata,3
31276,Jacaratia dolichaula,2
31278,Jacaratia spinosa,6
31285,Jacksonia sp,1
31296,Jacquemontia sp,2
31301,Jacquinia aurantiaca,1
31308,Jacquinia sp,2
31311,Jagera sp,1
31323,Jasione montana,16
61348,Jasminium sp,2
31324,Jasminum abyssinicum,5
31325,Jasminum amoenum,3
68822,Jasminum angustifolium,11
68824,Jasminum brevilobum,1
31332,Jasminum dichotomum,1
31333,Jasminum didymum,6
31336,Jasminum fluminense,1
31337,Jasminum fruticans,1
31338,Jasminum grandiflorum,1
68826,Jasminum kajewskii,3
31340,Jasminum lanceolarium,1
31341,Jasminum lineare,2
31343,Jasminum multiflorum,2
31346,Jasminum odoratissimum,2
31349,Jasminum sambac,1
68830,Jasminum simplicifolium,2
31351,Jasminum sp,22
68832,Jasminum urophyllum,1
31354,Jasonia sp,1
31355,Jasonia tuberosa,1
61350,Jateorhiza sp,1
31387,Jatropha sp,1
31392,Jatrorhiza macrantha,2
61351,Jaundea sp,1
87426,Jefea brevifolia,7
61361,Jenipa conjuta,1
31398,Jessenia bataua,70
61345,Jessenia vatua,1
31401,Jodina rhombifolia,1
31416,Juglans californica,1
31422,Juglans mandshurica,2
31425,Juglans nigra,4
31427,Juglans regia,49
31429,Juglans sp,2
31444,Juncus acutiflorus,2
31447,Juncus alpinus,5
31450,Juncus anceps,5
31452,Juncus arcticus,3
31453,Juncus aridicola,1
31454,Juncus articulatus,21
31455,Juncus atratus,5
31458,Juncus biglumis,5
31464,Juncus bufonius,6
31465,Juncus bulbosus,32
31469,Juncus castaneus,5
31471,Juncus compressus,2
31473,Juncus conglomeratus,5
31477,Juncus drummondii,1
31479,Juncus effusus,38
31483,Juncus filiformis,11
31486,Juncus gerardi,5
31490,Juncus inflexus,13
31492,Juncus jacquinii,10
64578,Juncus longistylis,18
31496,Juncus maritimus,6
31501,Juncus minutulus,5
68856,Juncus monanthos,6
31507,Juncus pallescens,1
31517,Juncus ranarius,5
31522,Juncus sp,1
31523,Juncus sphaerocarpus,5
31524,Juncus squarrosus,6
31526,Juncus subnodulosus,6
31528,Juncus tenageia,5
31529,Juncus tenuis,5
31531,Juncus trifidus,47
31534,Juncus uruguensis,1
31556,Juniperus communis,17
31572,Juniperus monosperma,1
68864,Juniperus nana,6
31574,Juniperus oblonga,1
31578,Juniperus oxycedrus,98
31580,Juniperus phoenicea,2
31593,Juniperus sp,2
31598,Juniperus virginiana,40
31602,Jurinea cyanoides,5
31604,Jussiaea linifolia,1
61261,Jussieua sp,4
31608,Justicia graciliflora,5
31610,Justicia procumbens,1
68873,Justicia sanchezioides,1
31611,Justicia sp,5
31617,Kadsura coccinea,1
31619,Kadsura japonica,2
31620,Kadsura longipedunculata,1
61264,Kaempferia sp,3
31669,Kalidium foliatum,1
31670,Kalidium gracile,1
31672,Kalimeris integrifolia,1
31681,Kalmia angustifolia,14
31684,Kalmia latifolia,27
31686,Kalmia polifolia,1
87559,Kalmia procumbens,2
31689,Kalopanax septemlobus,1
31692,Kandelia candel,2
31696,Karelinia caspia,1
31714,Keckiella antirrhinoides,10
31726,Keetia gueinzii,2
31729,Keetia venosa,1
31730,Keetia zanzibarica,1
64586,Kemulariella caucasica,1
31739,Kennedia rubicunda,2
31743,Kernera saxatilis,15
31744,Kernera sp,1
31756,Khaya anthotheca,3
31757,Khaya grandifolia,8
31759,Khaya ivorensis,4
31763,Kibara coriacea,2
31764,Kibara sp,2
31770,Kickxia elatine,5
31772,Kickxia spuria,2
31781,Kiggelaria africana,2
31788,Kingiodendron platycarpum,1
31798,Klainedoxa gabonensis,7
31800,Klarobelia candida,3
31801,Klarobelia napoensis,4
31805,Kleinia neriifolia,1
31809,Knautia arvensis,21
31812,Knautia drymeia,10
31820,Knautia transalpina,10
61249,Knautia velutina,10
31821,Knema angustifolia,1
31822,Knema cinerea,4
31825,Knema furfuracea,3
31830,Knema intermedia,1
31834,Knema latericia,5
31835,Knema latifolia,1
31836,Knema laurina,4
31837,Knema linifolia,1
31838,Knema lunduensis,1
31840,Knema mandaharan,1
31843,Knema pallens,1
31845,Knema pulchra,1
31846,Knema sp,14
63208,Knorringia pamirica,1
31868,Kobresia capilliformis,2
31873,Kobresia myosuroides,1
31894,Kochia prostrata,4
31896,Kochia scoparia,2
31918,Koeleria cristata,8
31923,Koeleria glauca,5
31934,Koeleria macrantha,50
31949,Koeleria vallesiana,1
68912,Koelpinia linearis,50
31958,Koenigia islandica,1
31973,Koilodepas brevipes,3
31974,Koilodepas laevigatum,1
61244,Koilodepas longifolium,3
31975,Koilodepas sp,1
31977,Kokoona ochracea,2
31979,Kokoona reflexa,1
31983,Koompassia malaccensis,12
31985,Koordersiodendron pinnatum,1
61297,Koordersiodendron sp,1
31986,Kopsia arborea,1
31988,Korthalsella emersa,1
31992,Korthalsia echinometra,1
31995,Korthalsia scaphigera,1
31996,Korthalsia sp,13
68925,Kotchubaea semisericea,2
87700,Kotchubaea sericantha,1
32025,Krameria grayi,17
32029,Krascheninnikovia ceratoides,27
32032,Kraussia floribunda,6
32037,Krugiodendron ferreum,7
61304,Krukoviella obovata,1
32040,Kummerowia striata,2
32047,Kunzea ericoides,4
63215,Kutchubaea semisericea,1
32063,Kyllinga sp,4
61306,Kyllingia sp,1
32068,Labisia acuta,3
32069,Labisia pumila,9
32070,Lablab purpureus,2
32073,Labramia louvelii,4
32074,Laburnum alpinum,10
32075,Laburnum anagyroides,95
32080,Laccospadix australasicus,1
32081,Laccospadix sp,1
32092,Lacistema aggregatum,70
32093,Lacistema grandifolium,5
72869,Lacistema med,1
32094,Lacistema nena,3
32095,Lacistema pubescens,2
32096,Lacmellea aculeata,17
32097,Lacmellea arborescens,1
32099,Lacmellea floribunda,3
87824,Lacmellea gracilis,1
32100,Lacmellea lactescens,4
68962,Lacmellea oblongata,1
32101,Lacmellea panamensis,36
32102,Lacmellea peruviana,1
87825,Lacmellea zamorae,76
32107,Lactuca biennis,3
32109,Lactuca canadensis,5
32123,Lactuca perennis,5
32132,Lactuca serriola,33
32134,Lactuca sp,9
32136,Lactuca tatarica,5
32139,Lactuca virosa,16
32142,Lacunaria crenata,10
87834,Lacunaria jenmani,1
68965,Lacunaria jenmanii,4
87835,Lacunaria macrostachya,1
32143,Lacunaria panamensis,2
87836,Lacunaria spruceana,1
87837,Ladenbergia amazonensis,1
87840,Ladenbergia magnifolia,1
32146,Ladenbergia sp,2
64588,Laennecia schiedeana,14
32149,Laennecia sophiifolia,1
32151,Laetia corymbulosa,3
87852,Laetia ovalifolia,1
32152,Laetia procera,51
32153,Laetia sp,2
32154,Laetia suaveolens,1
32155,Laetia thamnia,28
32156,Lafoensia acuminata,2
87854,Lafoensia peruviana,1
32160,Lafoensia punicifolia,14
32161,Lagarosiphon major,11
32162,Lagarostrobos colensoi,2
32163,Lagarostrobos franklinii,1
61283,Lagarostrobos laxifolius,1
32165,Lagenaria abyssinica,1
32166,Lagenaria breviflora,1
32169,Lagenaria siceraria,1
32174,Lagenophora petiolata,1
32176,Lagenophora strangulata,4
32184,Lagerstroemia indica,20
32192,Lagerstroemia sp,6
32201,Lagochilus ilicifolius,1
32211,Lagunaria patersonia,3
32214,Lagurus ovatus,1
32225,Lambertia formosa,4
61289,Lamiaceae sp,1
32227,Lamiastrum galeobdolon,36
32229,Lamium album,21
32230,Lamium amplexicaule,14
32232,Lamium confertum,2
32237,Lamium hybridum,3
102866,Lamium japonicum,1
32240,Lamium maculatum,16
32245,Lamium purpureum,22
32247,Lamium sp,1
32251,Lampranthus falciformis,1
32262,Landolphia buchananii,7
32269,Landolphia owariensis,3
32272,Landolphia sp,2
32274,Languas galanga,1
32276,Lannea acida,29
87895,Lannea kersiingii,2
32289,Lannea schweinfurthii,3
32293,Lannea velutina,5
32296,Lansium aqueum,1
32302,Lantana camara,31
32308,Lantana sp,2
32309,Lantana trifolia,2
32334,Laportea crenulata,7
32336,Laportea interrupta,2
32340,Laportea ovalifolia,2
32343,Laportea pterostigma,3
32345,Lappula barbata,1
32347,Lappula deflexa,10
32355,Lappula squarrosa,5
32357,Lapsana communis,20
32358,Lapsana grandiflora,1
32364,Larix decidua,79
32372,Larix laricina,7
32377,Larix olgensis,1
32380,Larix sibirica,1
32381,Larix sp,8
32384,Larrea cuneifolia,1
32385,Larrea divaricata,1
32387,Larrea tridentata,58
32389,Laserpitium halleri,6
32391,Laserpitium latifolium,25
32392,Laserpitium nitidum,10
32393,Laserpitium prutenicum,5
32394,Laserpitium siler,10
32405,Lasiacis ruscifolia,3
32421,Lasianthus densifolius,3
32422,Lasianthus iteophyllus,2
87961,Lasianthus lancilimbus,1
63230,Lasianthus laxiflorus,1
32427,Lasianthus scabridus,3
32428,Lasianthus sp,6
32429,Lasianthus stercorarius,5
32439,Lasiopetalum ferrugineum,1
32458,Lastreopsis decomposita,1
32459,Lastreopsis hispida,1
32465,Lathyrus aureus,1
32468,Lathyrus cicera,2
32470,Lathyrus davidii,1
102869,Lathyrus hedysaroides,1
32475,Lathyrus heterophyllus,10
32477,Lathyrus hirsutus,10
32481,Lathyrus japonicus,2
32483,Lathyrus lanszwertii,6
69014,Lathyrus lanzwertii,35
32484,Lathyrus latifolius,2
32485,Lathyrus linifolius,2
32487,Lathyrus montanus,4
32489,Lathyrus niger,1
32490,Lathyrus nissolia,12
32493,Lathyrus odoratus,10
32496,Lathyrus palustris,6
32499,Lathyrus pratensis,15
32502,Lathyrus roseus,2
32506,Lathyrus sp,1
32509,Lathyrus sylvestris,2
32511,Lathyrus tuberosus,7
32513,Lathyrus venetus,21
32514,Lathyrus venosus,12
32515,Lathyrus vernus,139
32519,Launaea arborescens,1
32525,Launaea pumila,1
88011,Launaea resedifolia,10
32530,Launea arborescens,1
102870,Lauraceae bals,1
102871,lauraceae chiquita,1
102872,lauraceae furrycanela,1
102873,lauraceae furrymen,1
102874,Lauraceae granbrillacuspi,1
102875,lauraceae granverde,1
102876,lauraceae impresofalso,1
102877,lauraceae largoarco,1
102878,lauraceae lisagroovy,1
102879,lauraceae medpubinervi,1
102880,lauraceae miniopacangulo,1
61473,Lauraceae sp,3
102881,lauraceae subopo,1
102882,lauraceae tallorojo,1
32535,Laurelia sp,1
88021,Laurocerasus spinulosa,1
88023,Laurocerasus zippeliana,1
32541,Laurus azorica,2
88025,Laurus leucoxylon,1
32543,Laurus nobilis,18
32544,Laurus novocanariensis,1
32547,Lavandula angustifolia,1
32548,Lavandula buchii,1
32551,Lavandula latifolia,3
32552,Lavandula multifida,10
32555,Lavandula sp,1
32556,Lavandula stoechas,31
32572,Lavigeria macrocarpa,2
32577,Laxmannia gracilis,1
32580,Laxoplumeria tessmannii,2
69023,Leandra aristigera,1
72871,Leandra blanca,1
32587,Leandra dichotoma,4
32600,Lecananthus sp,1
32608,Lecointea amazonica,3
32609,Lecointea peruviana,2
32612,Lecythis ampla,4
102887,Lecythis aurantiaca,28
88056,Lecythis barnebyi,1
32613,Lecythis chartacea,11
32614,Lecythis confertiflora,1
32615,Lecythis corrugata,14
32616,Lecythis davisii,1
32617,Lecythis gracieana,1
32619,Lecythis holcogyne,29
32620,Lecythis idatimon,10
32623,Lecythis lurida,1
88057,Lecythis micrantha,1
88059,Lecythis ovata,1
32626,Lecythis parvifructa,1
32627,Lecythis persistens,211
32628,Lecythis pisonis,1
32629,Lecythis poiteaui,46
32630,Lecythis prancei,1
88061,Lecythis retusa,1
32631,Lecythis sp,1
32633,Lecythis usitata,1
32634,Lecythis zabucajo,14
32639,Ledum groenlandicum,38
32640,Ledum palustre,15
32641,Leea aculeata,1
32642,Leea acuminata,1
32643,Leea aequata,1
32645,Leea compactiflora,4
32646,Leea crispa,1
32650,Leea indica,7
32652,Leea sp,26
32653,Leea trifoliata,2
32654,Leea umbraculifera,6
32659,Leersia hexandra,1
32666,Leersia oryzoides,17
61463,Legium sp,1
32676,Legnephora moorei,3
32678,Legousia hybrida,8
32679,Legousia speculum-veneris,15
32680,Leichardtia australis,1
32699,Lembotropis nigricans,26
32702,Lemna gibba,21
32703,Lemna minor,14
32704,Lemna minuta,12
32705,Lemna trisulca,18
32713,Leonardoxa sp,1
32714,Leonia crassa,4
32715,Leonia cymosa,1
32716,Leonia glycycarpa,15
69042,Leonia occidentalis,1
32717,Leonia racemosa,1
32722,Leonotis sp,1
32723,Leontodon autumnalis,168
32727,Leontodon helveticus,17
32728,Leontodon hispidus,50
32729,Leontodon incanus,5
32736,Leontodon pyrenaicus,5
32738,Leontodon taraxacoides,5
32739,Leontodon tenuiflorus,10
32742,Leontopodium leontopodioides,1
32744,Leontopodium ochroleucum,2
32748,Leonurus japonicus,1
32750,Leonurus marrubiastrum,10
32753,Lepechinia calycina,3
61505,Lepidagathis sp,1
32762,Lepiderema ixiocarpa,2
32768,Lepidium apetalum,1
32770,Lepidium bonariense,2
32771,Lepidium campestre,10
32774,Lepidium densiflorum,21
32782,Lepidium hyssopifolium,2
32784,Lepidium latifolium,8
32789,Lepidium muelleri-ferdinandi,1
32794,Lepidium oxytrichum,1
32797,Lepidium phlebopetalum,1
32801,Lepidium ruderale,6
32802,Lepidium sativum,5
32804,Lepidium sp,1
32806,Lepidium subulatum,1
32810,Lepidium virginicum,35
32814,Lepidorrhachis mooreana,1
32816,Lepidosperma australe,2
32827,Lepidosperma laterale,5
32844,Lepionurus sylvestris,1
32847,Lepisanthes amoena,1
32848,Lepisanthes burmanica,1
32852,Lepisanthes sp,4
61513,Lepisanthus sp,1
32854,Lepistemon binectariferum,1
32856,Leptactina involucrata,2
32859,Leptadenia pyrotechnica,10
61514,Leptaspis sp,13
32865,Leptaspis urceolata,5
32874,Leptinella serrulata,3
32875,Leptocarpus similis,1
61487,Leptolepis sp,1
32929,Leptoloma cognatum,3
32932,Leptonychia heteroclita,5
32934,Leptopteris hymenophylloides,2
32935,Leptopteris sp,1
32936,Leptopteris superba,1
32938,Leptorhynchos baileyi,1
32963,Leptospermum laevigatum,4
32964,Leptospermum lanigerum,1
32975,Leptospermum obovatum,1
32976,Leptospermum parvifolium,1
32979,Leptospermum polygalifolium,1
32981,Leptospermum rotundifolium,1
32984,Leptospermum scoparium,10
32986,Leptospermum sp,4
32992,Leptospermum trinervium,4
32993,Leptospermum wooroonooran,1
33009,Lespedeza bicolor,2
33011,Lespedeza capitata,31
33012,Lespedeza cuneata,21
33015,Lespedeza davurica,3
88319,Lespedeza formosa,1
33080,Lethedon setosa,4
33083,Leucadendron arcuatum,1
33086,Leucadendron brunioides,1
61495,Leucadendron conifesula,1
33096,Leucadendron foedum,1
33099,Leucadendron lanigerum,1
33100,Leucadendron laureolum,20
64598,Leucadendron meridianum,10
33108,Leucadendron pubescens,3
33109,Leucadendron rubrum,14
33110,Leucadendron salicifolium,11
33111,Leucadendron salignum,32
33114,Leucadendron spissifolium,10
33123,Leucadendron xanthoconus,2
33129,Leucaena leucocephala,6
33138,Leucanthemopsis alpina,17
33139,Leucanthemopsis pallida,1
88344,Leucanthemum gaudinii,7
33144,Leucanthemum heterophyllum,10
33146,Leucanthemum ircutianum,16
33153,Leucanthemum vulgare,25
72873,Leucobryum seemannii,1
33165,Leucojum aestivum,6
33166,Leucojum vernum,16
102897,Leucophyllum microphylla,10
88374,Leucophyllum minus,1
33178,Leucopogon colensoi,1
33184,Leucopogon esquamatus,2
33186,Leucopogon fasciculatus,2
33188,Leucopogon fraseri,4
33190,Leucopogon juniperinus,1
33196,Leucopogon microphyllus,1
33201,Leucopogon parviflorus,1
33207,Leucopogon sp,5
33208,Leucopogon verticillatus,2
88379,Leucospermum bolusii,10
33217,Leucospermum conocarpodendron,2
33219,Leucospermum cordifolium,2
33221,Leucospermum hypophyllocarpodendron,1
33238,Leuzea conifera,2
33242,Levisticum officinale,2
88402,Lewisia pygmaea,1
33250,Leycesteria formosa,2
33252,Leymus arenarius,4
33253,Leymus chinensis,1
33257,Leymus pubescens,2
33264,Liatris aspera,13
33265,Liatris cylindracea,7
33267,Liatris punctata,6
33268,Liatris pycnostachya,3
33270,Liatris sp,6
33272,Liatris squarrosa,1
33273,Liatris squarrulosa,1
33276,Libertia pulchella,1
33277,Libertia sp,1
33284,Libocedrus plumosa,1
88425,Licania adolphoduckei,1
33288,Licania alba,82
61397,Licania albicans,1
33289,Licania apetala,1
88426,Licania arachnoidea,1
33290,Licania arborea,4
33291,Licania blackii,1
88427,Licania bracteata,1
33292,Licania britteniana,4
33294,Licania buxifolia,1
33295,Licania canescens,62
33296,Licania caudata,4
33300,Licania cuprea,1
33302,Licania densiflora,1
33304,Licania divaricata,1
88432,Licania durifolia,1
88433,Licania egleri,1
33306,Licania elliptica,1
33308,Licania fanshawei,1
33310,Licania gardneri,1
33311,Licania glabriflora,4
33312,Licania gracilipes,1
33315,Licania guianensis,1
33316,Licania harlingii,4
33317,Licania heteromorpha,22
72874,Licania hipofuzzy,1
88437,Licania hirsuta,1
33319,Licania hoehnei,1
33321,Licania hypoleuca,45
33322,Licania impressa,1
33323,Licania incana,1
88438,Licania intrapetiolaris,1
88439,Licania klugii,1
33326,Licania krukovii,2
33327,Licania kunthiana,7
88440,Licania laevigata,4
33328,Licania lata,3
33329,Licania latifolia,3
88442,Licania latistipula,1
33330,Licania laxiflora,26
33331,Licania licaniiflora,3
69163,Licania longipedicellata,2
33332,Licania longistyla,4
69164,Licania macrocarpa,2
33333,Licania macrophylla,1
33334,Licania majuscula,6
33335,Licania membranacea,68
33336,Licania michauxii,49
33337,Licania micrantha,6
33339,Licania minutiflora,3
72875,Licania nervifina,1
88444,Licania niloi,1
33341,Licania oblongifolia,1
88445,Licania occultans,1
33342,Licania octandra,3
88446,Licania operculipetala,4
33343,Licania ovalifolia,9
33344,Licania pallida,3
88447,Licania paraensis,1
33346,Licania parviflora,1
33349,Licania persaudii,1
88449,Licania piresii,1
33350,Licania platypus,30
33352,Licania reticulata,4
33354,Licania robusta,1
33355,Licania rodriguesii,1
33356,Licania rufescens,1
33357,Licania sandwithii,1
88450,Licania sclerophylla,1
