"SpeciesAuthor","SpeciesAccepted","dim","repProp","repActive","repDorm","survProblem","primitive","irreducible","ergodic","F0","C0","F0C0","lambda","lambdaAway","R0","T","KeyfitzH","DemetriusH","lifespanFun","lifespanDoak","prob1stReprod","La","QSD0.1","QSD0.05","QSD0.01","rho","periodOscillation","react","firstStepAtt","maxAmp","maxAtt","inertiaUp","inertiaLow","inertiaTotal","KreissUp","KreissLow","KreissTotal","vProp","vActive","vDorm","wProp","wActive","wDorm","Eprog","Efec","Esurv"
"Rhinanthus_minor","Rhinanthus minor",2,1,1,0,0.049,TRUE,TRUE,TRUE,0,1,0,1.12468880280561,0.124688802805606,0.0391709844559586,-27.5714311272515,0,NA,1,2,1,1,NA,NA,NA,3628.03225806452,NA,3.36982104787174,0.0435676072152283,3.37047694994696,0.0433028927163004,3.37047694999718,0.0433028926960336,3.32717405730115,3.37047457865188,0.0433038496543761,3.3271707289975,0.0126847350126337,0.987315264987366,0,0.712459555518416,0.287540444481584,0,0.0298914678012772,0.969148440317122,0.000960091881600567
"Salsola_australis","Salsola kali",7,3,4,0,0.974,TRUE,TRUE,TRUE,0,1,0,1.43924769064403,0.439247690644027,0.109510723636364,-6.07417752830707,0.426090429870582,NA,2.25028,5,0.0982799999999999,4.00000000000001,4,4,NA,1.0010363342978,6.99534813819079,70.7661375189872,0.0194546082526425,3545.07326868515,0.000286423451396979,864.23774542944,0.242817607490903,863.994927821949,905.7526630751,0.242818230127649,905.509844844973,0.0149987113578863,0.985001288642114,0,0.991068068785834,0.00893193121416656,0,0.714825547878369,0.284174169871663,0.00100028224996644
"Saxifraga_tridactylites","Saxifraga tridactylites",2,1,1,0,0.1977155,TRUE,TRUE,TRUE,0,1,0,1.30580273040597,0.305802730405974,1.1147637,0.407178174299892,0,NA,1,2,1,1,NA,NA,NA,729.497206703911,NA,20.1498717128733,0.151412993246331,20.1498717128733,0.151412993246331,20.1236711021081,0.152574019189362,19.9710970829187,20.1236520049218,0.152574865457505,19.9710771394643,0.00752476695150543,0.992475233048494,0,0.957567379634069,0.0424326203659309,0,0.0211742602017017,0.853900096244604,0.124925643553694
"Sesbania_vesicaria","Glottidium vesicarium",2,1,1,0,0.885004,TRUE,TRUE,TRUE,0,1,0,1.37512027546745,0.375120275467451,2.66865338666667,3.08146636765375,0,NA,1,2,1,1,NA,NA,NA,20.7034025895814,NA,5.48764182873734,0.643582976550292,5.48764182873734,0.643582976550292,5.28087230432583,0.66000500425289,4.62086730007294,5.28086822005946,0.660005328502285,4.62086289155717,0.111095545316149,0.888904454683851,0,0.926421822210358,0.073578177789642,0,0.24905577307215,0.388556961292082,0.362387265635767
"Setaria_faberi","Setaria faberi",4,3,1,0,0.8884,FALSE,TRUE,TRUE,0,1,0,0.91338257830801,0.0866174216919899,0,NA,0,NA,1,2,0.999999999999999,1,NA,NA,NA,1.1640604090996,NA,62.405394359053,0.0175173036797342,NA,NA,NA,NA,NA,NA,NA,NA,0.652809148665716,0.347190851334284,0,0.984920194778893,0.0150798052211069,0,0.5,0.212310254724276,0.287689745275725
"Veronica_arvensis","Veronica arvensis",2,1,1,0,0.315379,TRUE,TRUE,TRUE,0,1,0,1.12158418448651,0.121584184486507,0.8612219,-1.30207689116241,0,NA,1,2,1,1,NA,NA,NA,105.411654135338,NA,5.21710361195842,0.281190662602281,5.25748387463812,0.27430780827107,5.25748390909048,0.274307802398632,4.98317610669184,5.25747961143924,0.274308535070072,4.98317107636917,0.0495875146254902,0.95041248537451,0,0.854371552988696,0.145628447011304,0,0.0566268436264669,0.765639216867764,0.177733939505769
"Hylocomium_splendens","Hylocomium splendens",6,1,5,0,0.999,TRUE,TRUE,TRUE,1,0,0,0.999704287780984,0.000295712219015698,0,NA,0.657224720802616,NA,2.59765687870006,8,0,1,NA,NA,NA,2.47291347152822,NA,1.00129609549029,0.999295503890908,1.00188987295033,0.99891925016996,1.0018956496721,0.998915069801748,0.0029805798703546,1.00189564649128,0.998915071215377,0.00298057527590068,0.166455709675052,0.833544290324948,0,0.208431618699144,0.791568381300856,0,0.377070805009882,0.357231432319533,0.265697762670585
"Aspasia_principissa","Aspasia principissa",7,0,7,0,0.93,TRUE,TRUE,TRUE,0,0,0,0.937290573453315,0.0627094265466845,0.243666578143527,21.8022281774538,1.38725313839613,0.839478073409534,5.43376726488479,36,0.52,3,19,22,29,1.26816761152228,41.3319554243835,1.19493360087205,0.810847800591749,1.44206073003458,0.407776781199039,1.43182570134137,0.410394454671638,1.02143124666973,1.43182482609822,0.410396451398695,1.02142837469953,0,1,0,0,1,0,0.401443229137436,0.0376646895159151,0.560892081346648
"Catopsis_compacta","Catopsis compacta",5,0,5,0,0.896333333333333,TRUE,TRUE,TRUE,0,1,0,1.04754265989464,0.0475426598946351,1.94296225324104,14.3004359805599,0.990729384071867,0.982998081083972,7.64196856946417,32,0.130156160563517,11.7052414841783,16,22,35,1.36054757513572,13.1679436326438,4.17421345600043,0.789148450288235,6.57816565013769,0.39371702490133,5.43001673068677,0.443637214368317,4.98637951631845,5.4300149652759,0.443638429187527,4.98637653608837,0,1,0,0,1,0,0.497881055012903,0.0749405985363673,0.427178346450729
"Catopsis_sessiliflora","Catopsis sessiliflora",5,0,5,0,1,TRUE,TRUE,TRUE,0,1,0,0.822112261794835,0.177887738205165,0.0202252497597742,19.9145236323792,0.842895837582256,0.025179986323813,1.89948171640065,10,0.0019292275721941,8.81529098696544,18,21,26,1.49722267752099,37.3175022898532,6.60372099078952,0.46465673576747,6.60372099078952,0.0578500296170205,5.20069873599412,0.0585827285047008,5.14211600748942,5.20069803847225,0.0585847002438889,5.14211333822836,0,1,0,0,1,0,0.361581747402997,0.0169639868260435,0.621454265770961
"Guarianthe_aurantiaca","Guarianthe aurantiaca",5,0,5,0,0.9675,TRUE,TRUE,TRUE,0,1,0,0.986866428442644,0.0131335715573563,0.578099434488966,41.4512382316003,1.43385345295325,0.772681502909469,15.6686213058594,102,0.393276701863442,8.83318120157457,18,22,30,1.38494463701812,47.4379373462622,1.08930648466423,0.868405262657902,1.27741727025574,0.462406528140681,1.27652767569079,0.462800708380023,0.813726967310767,1.27652687499616,0.46280266676704,0.813724208229121,0,1,0,0,1,0,0.58083834542226,0.0205150861652758,0.398646568412465
"Heteropsis_flexuosa","Heteropsis flexuosa",39,0,39,0,1.04016956350033,TRUE,TRUE,TRUE,0,0,0,1.03791335076245,0.0379133507624481,0,NA,0.938804458525296,0,3.11111111111111,13,2.9089483100965e-16,1,NA,NA,NA,1.06309471376919,NA,6.53584663519724,0.83613219595716,30.471412631578,0.00532052279809545,26.0704196829272,0.0061307206016846,26.0642889623255,26.3143596397372,0.00613754907496859,26.3082220906623,0,1,0,0,1,0,0.218206761858974,0.0435075314413651,0.735752975906272
"Heteropsis_macrophylla","Heteropsis macrophylla",41,0,41,0,0.999949998749938,TRUE,TRUE,TRUE,0,0,0,1.01011383660487,0.0101138366048747,0,NA,1.01445879523996,0,4.66666666666667,21,-2.9158262176282e-16,1,NA,NA,NA,1.02276156050343,NA,9.5886171055339,0.891153683917691,187.682355892943,0.0131513699146475,187.683711462119,0.0131480045832309,187.670563457536,187.677689535205,0.013166759948705,187.664522775256,0,1,0,0,1,0,0.36966041890689,0.0670944115665369,0.563245169526577
"Heteropsis_oblongifolia","Heteropsis oblongifolia",16,0,16,0,0.999734491978329,TRUE,TRUE,TRUE,0,0,0,1.0445581745596,0.0445581745595951,0,NA,0.978034737155108,0,3.62189054726368,16,9.49761103097302e-16,1,NA,NA,NA,1.07528077164592,135.530379615352,2.9664969211338,0.918167583955834,20.7324273999336,0.214419380127536,20.2035853442813,0.218813572498639,19.9847717717827,20.2034313238528,0.218823789065298,19.9846075347875,0,1,0,0,1,0,0.393167710879182,0.0470492482700126,0.559783040850804
"Jacquiniella_leucomelana","Jacquiniella leucomelana",4,0,4,0,0.822333333333333,TRUE,TRUE,TRUE,0,1,0,0.91244287828759,0.08755712171241,0.598557998455814,5.60114594208946,0.909852504610169,0.928830591327848,3.7744466690662,15,0.437627598861235,3.49067572155536,6,8,11,2.56418615107914,12.1162883079089,1.42584268117871,0.773016426690791,1.44070567577803,0.773016426690791,1.43558564719072,0.801399353874229,0.634186293316491,1.43558521196359,0.80139961053888,0.634185601424715,0,1,0,0,1,0,0.521550227192226,0.161246871972136,0.317202900835638
"Jacquiniella_teretifolia","Jacquiniella teretifolia",4,0,4,0,0.901666666666667,TRUE,TRUE,TRUE,0,1,0,0.979789472988398,0.0202105270116024,0.715265007887583,16.4124540374005,1.24365943307933,0.915984374260103,5.94497316769808,33,0.107431375818378,11.0637570965522,17,21,30,1.48188087963943,19.5059107238472,2.65601275077605,0.760027217270873,3.48245304092645,0.383987503242976,2.97032614479601,0.394741259495708,2.5755848853003,2.97033624553472,0.394742630438929,2.57559361509579,0,1,0,0,1,0,0.362966508065617,0.0576606296087185,0.579372862325664
"Lepanthes_caritensis","Lepanthes spp.",4,0,4,0,1,TRUE,TRUE,TRUE,0,1,0,1.02435813626821,0.0243581362682108,15.5151515151516,113.928088403508,1.36250164398406,3.45275370440551,178.78787878788,999,0.484848484848486,43.4242424242422,107,133,193,1.08403619239113,NA,1.58147813996162,0.94693444182887,2.16438232408604,0.474222423742395,2.16442706084349,0.474170366180678,1.69025669466281,2.16442290405692,0.474175749410305,1.69024715464662,0,1,0,0,1,0,0.436622293059041,0.0177303784890625,0.545647328451897
"Lepanthes_eltoroensis","Lepanthes eltoroensis",5,0,5,0,0.99534,TRUE,TRUE,TRUE,0,1,0,0.990666099571999,0.00933390042800053,0.0289738680351831,377.635030274022,2.86503852736254,0.0880059528774064,8.30104500097224,162,0.0349524024024025,28.8125268125267,87,108,157,1.03452344900325,NA,1.02187810851443,0.673284369262425,1.03823908872722,0.0484698305826897,1.03824219677217,0.0484559858426729,0.989786210929501,1.03824196990292,0.0484595713851907,0.989782398517727,0,1,0,0,1,0,0.459725450394794,0.000367598593416755,0.539906951011789
"Lepanthes_rubripetala","Lepanthes rubripetala",5,0,5,0,0.97117,TRUE,TRUE,TRUE,0,1,0,0.961689238433487,0.0383107615665128,0.00571303172748541,132.21934151714,1.22512221004202,0.016345467996214,3.50139193140374,18,0.00394208037825064,10.3221519391732,36,40,50,1.1850186065998,NA,1.10448360816659,0.69357124250084,1.22909701007696,0.00715063928118739,1.22909708510253,0.00715029788696383,1.22194678721557,1.22909648036781,0.00715404079733794,1.22194243957048,0,1,0,0,1,0,0.580208615473923,0.00031904421536418,0.419472340310712
"Lycaste_aromatica","Lycaste aromatica",4,0,4,0,0.954333333333333,TRUE,TRUE,TRUE,0,1,0,0.948915691583672,0.0510843084163281,0.0844617183966352,47.1334344365642,1.86770658613935,0.244543116874027,4.8681457180352,50,0.1173538262667,7.24767489579723,13,16,21,1.38964633521271,NA,1.06367018933877,0.546237498157789,1.11051315940365,0.183875278737194,1.11051357297853,0.183871669209641,0.926641903768886,1.11051333299938,0.183873545244247,0.926639787755135,0,1,0,0,1,0,0.714566778057154,0.00673591671507789,0.278697305227769
